sample,cg05897963,cg14498592,cg09077862,cg03461110,cg10036013,cg15896356,cg26667395,cg19861824,cg05979118,cg21141024,cg17240135,cg05648964,cg03811629,cg17913347,cg25732104,cg06946838,cg21178254,cg11541547,cg23752752,cg06212582,cg25149125,cg18546840,cg21547690,cg09507567,cg04907244,cg03191045,cg07759247,cg18836258,cg03577433,cg08852963,cg03184410,cg13429194,cg01269718,cg18663033,cg02797195,cg09129050,cg12954512,cg25331250,cg20779334,cg23713520,cg00208274,cg25663755,cg01832712,cg04415270,cg05445090,cg07342322,cg19815271,cg05516489,cg06206957,cg20415486,cg09011473,cg25185947,cg26166817,cg25470148,cg24112733,stage
TCGA-BH-A0HA-01A,0.6806457,0.560268847,0.869984681,0.154201195,0.146026304,0.925420149,0.1377845,0.239755767,0.560268847,0.784532435,0.395887829,0.3444218,0.645330142,0.516833446,0.840800142,0.542262486,0.402084354,0.649232666,0.104532483,0.932916653,0.893008648,0.560268847,0.15686711,0.731710693,0.596610534,0.236446501,0.082296168,0.245464338,0.922088412,0.52188408,0.778833824,0.334419511,0.126020915,0.794143519,0.933679729,0.887078188,0.681973659,0.560268847,0.799926895,0.819293114,0.217426329,0.652280106,0.328879726,0.205899508,0.923754044,0.829787839,0.861230641,0.674174285,0.572764482,0.181488655,0.560268847,0.700483934,0.971694783,0.49697355,0.542205897,Early
TCGA-BH-A0HA-11A,0.152748935,0.501073856,0.49562646,0.674763165,0.71673262,0.513302071,0.108464764,0.704455862,0.896373948,0.070739822,0.773137755,0.832987417,0.179786531,0.755990411,0.360627682,0.106570684,0.046298176,0.923855594,0.635199704,0.918979805,0.480791716,0.821422393,0.072126535,0.77266262,0.32057796,0.026543415,0.054487072,0.608474715,0.30202745,0.760126425,0.858013634,0.854346225,0.061404375,0.276372134,0.305445737,0.889815326,0.125329101,0.898727727,0.16327768,0.426725059,0.800916465,0.149008053,0.560270476,0.14272955,0.909120072,0.168499715,0.374545253,0.30065686,0.168038446,0.95351922,0.926200859,0.877040967,0.496720394,0.741840972,0.543542193,Early
TCGA-E9-A1NA-11A,0.241665717,0.819643818,0.687081868,0.491216484,0.495165495,0.773471836,0.094069806,0.527977427,0.905386568,0.109383822,0.803406974,0.77774966,0.327622771,0.732697764,0.569046916,0.090064183,0.280792819,0.930119043,0.430745255,0.91907817,0.542658677,0.571537238,0.14485407,0.554847316,0.359872622,0.017655225,0.031358341,0.61640831,0.53921152,0.622261907,0.903749798,0.852797206,0.066231626,0.183673604,0.44758038,0.858804732,0.39791014,0.926599905,0.427160886,0.438863719,0.6481797,0.19714957,0.398699552,0.225109124,0.929488039,0.221466722,0.479188999,0.189882993,0.260983214,0.804867084,0.93576082,0.801430402,0.592256991,0.42484035,0.459788124,Early
TCGA-E9-A1NA-01A,0.758786335,0.574940289,0.795005753,0.120160533,0.10128376,0.955194543,0.158767242,0.32816993,0.841849448,0.306897595,0.803174092,0.607559687,0.65818134,0.613266852,0.555474476,0.107880244,0.546044081,0.871142213,0.113754694,0.893661211,0.987301114,0.23744112,0.42166239,0.313944411,0.597712322,0.581581892,0.343730471,0.575031274,0.912900819,0.515899536,0.94672951,0.471273367,0.570681957,0.634996346,0.857059719,0.930108319,0.760403536,0.91775862,0.807643827,0.107492266,0.193773248,0.535404846,0.124135513,0.735752422,0.908363689,0.815343139,0.843118463,0.66872067,0.068844078,0.238546079,0.885943546,0.440026765,0.990035176,0.785683496,0.185477616,Early
TCGA-A2-A0CO-01A,0.616541892,0.649635251,0.681456328,0.376731166,0.486007422,0.945865588,0.10751882,0.270375913,0.529829539,0.255990869,0.513570006,0.657883008,0.45599361,0.679526198,0.674200603,0.082421175,0.547557292,0.552425817,0.35192001,0.896929473,0.462345823,0.320865741,0.176753109,0.579147452,0.384788625,0.026534056,0.046486284,0.394349059,0.75986396,0.474664846,0.698584915,0.616775196,0.218222654,0.512637474,0.8077161,0.839793625,0.433419677,0.900162737,0.507930595,0.540611956,0.578673669,0.225154903,0.471404726,0.318680586,0.899765268,0.254445196,0.735802285,0.54321399,0.531476176,0.32864429,0.705426557,0.763493751,0.533051666,0.626273363,0.514037422,Early
TCGA-D8-A1XB-01A,0.653339388,0.394980807,0.723361477,0.271768517,0.255148805,0.820157201,0.076596248,0.411603524,0.756083081,0.410736772,0.499013142,0.798570894,0.612453942,0.555962527,0.646578258,0.323824294,0.531818682,0.672624035,0.224737498,0.925659534,0.745999147,0.342358133,0.140215319,0.503178192,0.588649928,0.087538474,0.345105241,0.334263976,0.705074369,0.573221223,0.843214602,0.608451306,0.12848048,0.706649018,0.854710913,0.894598398,0.609269939,0.866284956,0.641312598,0.471014279,0.403000387,0.454803513,0.537410378,0.492346462,0.923227333,0.345240894,0.590859857,0.611346738,0.454720865,0.174497218,0.742317568,0.774513933,0.776000963,0.722782723,0.643153047,Early
TCGA-BH-A1FD-11B,0.212631918,0.491651164,0.723781397,0.44430539,0.45409582,0.851301575,0.125795599,0.512957711,0.860678528,0.182769079,0.65320686,0.797548347,0.318147144,0.634768567,0.563624426,0.097992,0.245776096,0.913186696,0.357192992,0.909667552,0.542414649,0.436427176,0.183143201,0.363899733,0.596211958,0.016044741,0.040775188,0.622858914,0.525511612,0.562337365,0.810483826,0.824039784,0.092713692,0.310279753,0.551606128,0.849645094,0.284984493,0.872200757,0.390040346,0.344007503,0.597033286,0.143742296,0.405271598,0.178903545,0.934671712,0.35717954,0.53074251,0.11792821,0.255305391,0.78304909,0.893080322,0.845224939,0.624945919,0.397524208,0.405506669,Early
TCGA-3C-AALJ-01A,0.517387048,0.123633205,0.72359211,0.195385002,0.139211499,0.803556477,0.178560608,0.210260293,0.496608122,0.499023418,0.349748275,0.33613296,0.628951973,0.327860867,0.377183019,0.719137621,0.379409423,0.342214202,0.07119423,0.882421959,0.967774637,0.496608122,0.678678557,0.163345671,0.569596524,0.214054025,0.081718991,0.28029598,0.575927007,0.216006198,0.496608122,0.496608122,0.521497988,0.776416708,0.822064436,0.809270834,0.574814362,0.789647376,0.50556721,0.739987718,0.266954188,0.323162449,0.107936237,0.709600462,0.893128169,0.771414578,0.824784796,0.512715361,0.878109569,0.19808542,0.523323671,0.496608122,0.972289101,0.692373014,0.065000662,Early
TCGA-AC-A2FG-11A,0.150882234,0.767223238,0.614574085,0.531191781,0.618752606,0.829300844,0.11439977,0.607900342,0.937126634,0.075663483,0.745820769,0.82388818,0.320770975,0.667804221,0.454181811,0.079394252,0.198924017,0.943611084,0.477863583,0.908392369,0.512011032,0.533572051,0.159838425,0.57697406,0.332411118,0.023549221,0.036992872,0.646233539,0.421651967,0.624025387,0.9380886,0.89068849,0.059848272,0.163994463,0.472433027,0.91694676,0.4288313,0.932956624,0.302858741,0.358825184,0.722891048,0.253985605,0.453800053,0.427065716,0.929589564,0.246277499,0.458636543,0.35346681,0.334741859,0.836380939,0.940335715,0.860524242,0.587215513,0.592547653,0.477409969,Early
TCGA-AR-A24M-01A,0.621050233,0.80884383,0.705123491,0.354705901,0.491286308,0.812820753,0.084972622,0.283061428,0.559830375,0.630885361,0.303927192,0.919225788,0.607651424,0.466837367,0.768051919,0.787767616,0.543566353,0.562520289,0.220230611,0.926543847,0.498894318,0.307390298,0.662598317,0.424457686,0.417540605,0.132011919,0.397111756,0.63026322,0.834679238,0.425213481,0.782570285,0.273346238,0.317773558,0.753000613,0.875179677,0.837736457,0.376384142,0.865441245,0.765100118,0.189589366,0.379911342,0.1352341,0.559689022,0.78010814,0.924284213,0.836062347,0.532646763,0.274675008,0.086692097,0.159110473,0.888275589,0.595078491,0.856651373,0.780254632,0.203352559,Late
TCGA-BH-A0BM-01A,0.628280098,0.309126823,0.416729253,0.266204362,0.291959638,0.875196691,0.089482292,0.242671078,0.465575549,0.530293996,0.805789252,0.532833487,0.434850159,0.718354415,0.74444926,0.156497803,0.236461816,0.739473623,0.183601232,0.829074834,0.519312167,0.465575549,0.262968334,0.275810256,0.192490494,0.022439276,0.045924206,0.243135267,0.793882266,0.418659028,0.465575549,0.465575549,0.126280207,0.521980407,0.824632622,0.465575549,0.699292017,0.465575549,0.575760754,0.33179505,0.376197897,0.441269713,0.513716263,0.099527121,0.465575549,0.744795774,0.810026439,0.278642235,0.161224076,0.959385671,0.771153162,0.465575549,0.649716652,0.71532268,0.475380662,Early
TCGA-E9-A6HE-01A,0.59142786,0.155825093,0.833778199,0.689502181,0.761676836,0.918369542,0.097970192,0.302701968,0.860744198,0.277223062,0.55962272,0.727304622,0.440185746,0.373922373,0.660334561,0.08504013,0.418739653,0.602618359,0.671623025,0.863984003,0.735348064,0.55962272,0.129810721,0.721447625,0.322501584,0.036465203,0.063135111,0.518942841,0.821209747,0.539564358,0.705210317,0.715234684,0.109378456,0.801132885,0.894612894,0.80493284,0.680205142,0.916470881,0.47944014,0.541298812,0.852573584,0.277543629,0.657160663,0.758328808,0.55962272,0.795071866,0.847491553,0.45111383,0.129702394,0.182718926,0.791144148,0.55962272,0.941750871,0.422207423,0.564637105,Late
TCGA-A2-A25B-01A,0.727777638,0.118515816,0.863569644,0.174091204,0.169604129,0.936357759,0.692174899,0.200180605,0.496902285,0.166475328,0.593349451,0.487093726,0.447817554,0.384488472,0.706743301,0.620011659,0.708374548,0.496902285,0.116766051,0.887343188,0.455658056,0.194882102,0.342334295,0.496902285,0.400341912,0.053026158,0.793043471,0.204593132,0.876684843,0.202217453,0.496902285,0.305839332,0.399865804,0.20074423,0.950000563,0.876864697,0.790166949,0.496902285,0.691594423,0.744055286,0.219143477,0.390198793,0.526356623,0.721055114,0.887491299,0.763218529,0.740610474,0.311721582,0.774116357,0.066784442,0.496902285,0.496902285,0.404683773,0.417003395,0.14627815,Early
TCGA-BH-A1FE-01A,0.299498093,0.390032556,0.76378088,0.340044946,0.431783918,0.845935505,0.195684633,0.415860892,0.697033282,0.467986938,0.533686169,0.755529144,0.362224096,0.619003117,0.791688331,0.282708795,0.373887623,0.841249979,0.281216193,0.918926893,0.598887392,0.589832391,0.341039326,0.452640126,0.466401315,0.027613422,0.042267035,0.54793903,0.74311899,0.388027639,0.766289057,0.71180068,0.262745871,0.533020638,0.505916199,0.799120941,0.496716743,0.869793666,0.626121551,0.494380508,0.454952422,0.3307466,0.321470235,0.445990038,0.898266514,0.223584444,0.670326081,0.343203202,0.485430365,0.491879006,0.879994776,0.735224671,0.563814946,0.585443076,0.465286601,Early
TCGA-BH-A1FE-06A,0.185917358,0.096680228,0.902112514,0.11664196,0.148494583,0.786452304,0.108941194,0.629714716,0.918724609,0.060793875,0.693147765,0.596667511,0.150928866,0.53843366,0.705354825,0.071610566,0.254433078,0.676178113,0.090625876,0.920043969,0.924966861,0.372011614,0.083525773,0.393507103,0.40161706,0.02096522,0.033654439,0.75214201,0.925776258,0.422660854,0.897910967,0.92120663,0.04919284,0.057724087,0.842816332,0.726833347,0.427332914,0.461019428,0.509368006,0.168958216,0.273336795,0.145936057,0.275873255,0.323533109,0.897919993,0.269909122,0.667026626,0.067245524,0.660629,0.699283184,0.870620815,0.874946928,0.980597066,0.166508838,0.137614704,Early
TCGA-AO-A128-01A,0.238351362,0.693546237,0.628268082,0.813523274,0.919273839,0.921109867,0.537897417,0.517659689,0.845535947,0.078508961,0.893827301,0.744896041,0.329233746,0.812894025,0.562668164,0.388087888,0.337250268,0.922474337,0.924818846,0.84357266,0.630548933,0.914986658,0.112129752,0.628526172,0.066183822,0.356115391,0.04203512,0.663861012,0.569461801,0.397680441,0.883531605,0.913155712,0.109881571,0.212045202,0.57457717,0.883073854,0.638387247,0.588443391,0.422909759,0.389575947,0.946352998,0.486188187,0.470684811,0.46731091,0.846126281,0.497590004,0.622727697,0.238200406,0.528555201,0.957105402,0.874281304,0.588443391,0.683745705,0.90720646,0.299359228,Early
TCGA-B6-A0RM-01A,0.121930272,0.936608833,0.874575487,0.135438162,0.1573026,0.293974755,0.10468354,0.700172792,0.436353221,0.291194515,0.70409792,0.829907988,0.144789432,0.296403573,0.56819588,0.079692899,0.669107715,0.295174825,0.063683215,0.931104286,0.524987212,0.209419065,0.102596229,0.569722603,0.479063831,0.024207861,0.045196546,0.152064939,0.722263038,0.650731782,0.436353221,0.322400025,0.043763919,0.866888111,0.913534518,0.436353221,0.636005283,0.436353221,0.87383137,0.779774089,0.172884571,0.150216359,0.230946487,0.251275016,0.917458612,0.569229895,0.926464736,0.208275351,0.119560797,0.081788584,0.436353221,0.436353221,0.987840468,0.571957584,0.078920282,Early
TCGA-E9-A5UP-01A,0.825178931,0.506452269,0.819960756,0.484290495,0.892728998,0.94057603,0.065857007,0.631228851,0.506452269,0.250659831,0.139800332,0.436002672,0.327494788,0.334834094,0.921713252,0.083286085,0.53637047,0.219506288,0.767113632,0.907951939,0.372657653,0.506452269,0.366313559,0.206655673,0.407736843,0.027478766,0.040661567,0.180344473,0.871562717,0.548494441,0.833344703,0.871143068,0.13764276,0.423273439,0.933237452,0.815381552,0.421963134,0.506452269,0.276591927,0.497521365,0.948545854,0.35979222,0.507880141,0.611052383,0.871690527,0.443458475,0.895453759,0.82104828,0.082862284,0.047723672,0.642139305,0.506452269,0.301676884,0.90604952,0.066680604,Early
TCGA-D8-A1Y3-01A,0.251213889,0.801996586,0.498349155,0.233092486,0.471791259,0.903746074,0.243984346,0.192740123,0.471791259,0.116347501,0.243879671,0.594283925,0.703186044,0.183348793,0.673095033,0.060360436,0.648403853,0.519110108,0.18807442,0.922172483,0.43089386,0.245302241,0.592357362,0.343855347,0.484823045,0.018205032,0.039767356,0.297252154,0.260866276,0.244328583,0.745196655,0.301842586,0.738141059,0.58140172,0.935374148,0.823374176,0.822317848,0.471791259,0.748198332,0.7671515,0.381848821,0.328858069,0.192653821,0.754924357,0.818555579,0.277978634,0.823938411,0.747796888,0.084924656,0.108850587,0.880944934,0.471791259,0.499757898,0.562611253,0.199676117,Late
TCGA-BH-A5J0-01A,0.256517599,0.327827021,0.367682865,0.285129906,0.289789521,0.638539071,0.120524906,0.190676988,0.524663781,0.064955968,0.379879401,0.349669082,0.482118864,0.476186823,0.631435113,0.082505262,0.480047109,0.574489814,0.252906886,0.905094437,0.525231609,0.484998678,0.20491037,0.726525989,0.373994221,0.028780354,0.402803629,0.322856895,0.731882367,0.253957693,0.477235945,0.540555837,0.081384789,0.706865758,0.53790993,0.429419438,0.786066454,0.771107978,0.536561604,0.248067851,0.397001364,0.173087872,0.144588653,0.125966598,0.919250109,0.296449624,0.716455908,0.441065713,0.275390377,0.303142081,0.581953229,0.571522106,0.78761457,0.383513345,0.649309706,Early
TCGA-E9-A1NF-11A,0.240109071,0.504067065,0.726127902,0.360602436,0.407065971,0.935309836,0.12917584,0.487257636,0.931771352,0.059641032,0.864902423,0.795304894,0.246855521,0.645401484,0.634021555,0.078071728,0.298820079,0.925185492,0.278519859,0.875344516,0.908353642,0.360333185,0.112485404,0.30642548,0.198290318,0.023666704,0.056303603,0.670824402,0.72704938,0.338926323,0.887595809,0.911772267,0.10210461,0.140051265,0.897321433,0.885559547,0.468878082,0.93339769,0.668227342,0.279604056,0.623320791,0.114354578,0.195040687,0.151371091,0.950352546,0.277850022,0.747099642,0.114475643,0.351259492,0.626471017,0.924254926,0.905757544,0.986484627,0.274809383,0.180060364,Early
TCGA-E9-A1NF-01A,0.325298895,0.444509097,0.476488574,0.408249341,0.373318832,0.841380653,0.067241669,0.371671915,0.842883885,0.39245191,0.308445122,0.441446624,0.499763489,0.532851974,0.626347249,0.094532697,0.537584565,0.528094155,0.272141319,0.898550721,0.730845338,0.323206454,0.414898811,0.174542523,0.142224276,0.282723451,0.048057455,0.412643866,0.878142754,0.198043713,0.768842085,0.710607246,0.249784423,0.190707133,0.87515133,0.853025884,0.62506438,0.846724367,0.48009688,0.539377739,0.495134391,0.102566711,0.330055955,0.395610309,0.94281805,0.653393863,0.86033092,0.582094214,0.231986874,0.18203748,0.705935386,0.512901588,0.585484603,0.714720253,0.412021474,Early
TCGA-AR-A0U3-01A,0.658139305,0.544450452,0.293513986,0.154944991,0.156638709,0.521596078,0.82903557,0.183948251,0.544450452,0.114465598,0.871082355,0.785549805,0.760144877,0.620700482,0.821226399,0.180486719,0.366470379,0.416589339,0.07311597,0.544450452,0.539351235,0.206428958,0.548475825,0.413239548,0.335540555,0.64837871,0.04031444,0.207290345,0.898276409,0.48325564,0.544450452,0.544450452,0.305549695,0.843605734,0.889873538,0.544450452,0.903811575,0.899816933,0.825642823,0.772035489,0.154228373,0.5468333,0.154355972,0.791033876,0.891278385,0.914175403,0.586016251,0.802073862,0.774217063,0.565491396,0.544450452,0.544450452,0.913991218,0.866908702,0.060031171,Early
TCGA-GM-A5PV-01A,0.472156609,0.499814987,0.551588935,0.371733146,0.411185359,0.678822857,0.105572155,0.339479767,0.680126453,0.4508132,0.326003511,0.349807907,0.480273915,0.717138163,0.737326461,0.147939464,0.304963123,0.628677545,0.308709094,0.940434992,0.598250753,0.499814987,0.312904586,0.567016513,0.498462376,0.02923379,0.056878064,0.434764392,0.764923567,0.471970958,0.774057317,0.499814987,0.08125344,0.783624663,0.769355651,0.804833571,0.359449905,0.863412971,0.536819091,0.560930223,0.477319358,0.123922215,0.31705373,0.721628856,0.895007777,0.456151722,0.632184686,0.340759866,0.119499763,0.256541977,0.601599541,0.69242179,0.79055525,0.743710154,0.551128148,Early
TCGA-BH-A0B2-01A,0.370040465,0.488186651,0.689090712,0.513073488,0.53307076,0.661150852,0.163732833,0.486232483,0.786990708,0.130304225,0.488186651,0.757723528,0.285223385,0.556480186,0.678626032,0.109049178,0.112807467,0.708254699,0.350116111,0.911993739,0.669974662,0.645177736,0.468141795,0.541833915,0.129157176,0.038889505,0.053954937,0.577506023,0.777883817,0.446464832,0.488186651,0.488186651,0.115061167,0.688217681,0.800659751,0.488186651,0.332425346,0.488186651,0.510746614,0.417648735,0.632295066,0.379734856,0.381383587,0.455737717,0.881108446,0.292936055,0.821099657,0.555831197,0.13572814,0.419608384,0.828690996,0.488186651,0.549816161,0.898957973,0.182326467,Late
TCGA-A1-A0SP-01A,0.493278091,0.761341613,0.65469283,0.781531806,0.845564908,0.886944454,0.317059643,0.432803166,0.826780277,0.113449537,0.572680998,0.857499785,0.215388236,0.831508653,0.28929911,0.081163211,0.35750043,0.906315441,0.811097715,0.878924476,0.510494682,0.524566029,0.078815537,0.524566029,0.079530646,0.110376081,0.11654325,0.730529036,0.532131153,0.538641396,0.820299201,0.709733818,0.085266351,0.257354687,0.329556295,0.886006349,0.458061416,0.524566029,0.207118062,0.369712141,0.918084153,0.550023888,0.516849749,0.249543453,0.877022248,0.202587131,0.509799579,0.536506133,0.135835818,0.727852783,0.863204589,0.524566029,0.511471658,0.8485609,0.570530921,Early
TCGA-BH-A1F8-01A,0.402754463,0.048209267,0.661236054,0.247203943,0.216414146,0.471773174,0.174613439,0.267325208,0.429604849,0.087245286,0.203393049,0.486444118,0.474343456,0.270527098,0.654537185,0.050198597,0.260533616,0.422270703,0.186915565,0.916488789,0.935279044,0.138751104,0.677494131,0.24097881,0.143263062,0.287309804,0.051923252,0.244157089,0.772071931,0.171734004,0.429604849,0.22515405,0.494578188,0.794661652,0.882281454,0.749691618,0.488031753,0.891187483,0.707005457,0.76107132,0.33407688,0.085700876,0.13572003,0.605681117,0.891231975,0.27043087,0.7907883,0.638882632,0.165909359,0.179887153,0.415374001,0.468352693,0.723693242,0.80464856,0.099626964,Late
TCGA-E9-A1QZ-01A,0.427230385,0.583933495,0.681080158,0.455163234,0.481675266,0.898027073,0.16106313,0.484755562,0.773562612,0.176641401,0.62531835,0.778826711,0.308743279,0.675215307,0.653216438,0.105160106,0.326084766,0.775962883,0.400215128,0.907113795,0.570607222,0.550542202,0.203713312,0.35911743,0.262704493,0.023549653,0.038302263,0.601757064,0.504787055,0.427830571,0.869656705,0.826233171,0.147396661,0.463172291,0.713090977,0.86705791,0.517612935,0.859962271,0.548208738,0.503136992,0.532918715,0.138849207,0.328561608,0.213390979,0.930380754,0.360628093,0.532329791,0.139228505,0.443624769,0.721273482,0.865276479,0.838358052,0.713190995,0.576926601,0.267651583,Early
TCGA-AR-A2LN-01A,0.516626413,0.906797998,0.470224337,0.352761294,0.336194142,0.740116052,0.095041275,0.405361999,0.759436623,0.322119993,0.487624861,0.703930928,0.403641093,0.498344562,0.445632776,0.128884065,0.306803111,0.708508774,0.306482023,0.951940466,0.595322226,0.423803936,0.175384444,0.329915645,0.392923298,0.07956822,0.037637012,0.436502777,0.682235568,0.457672999,0.871618827,0.40977714,0.152574747,0.317562342,0.764800962,0.911864859,0.503101898,0.943270928,0.624061415,0.332108591,0.516346658,0.129638902,0.234423892,0.175599667,0.948167781,0.157125482,0.704929074,0.46717096,0.231585478,0.490622326,0.891361522,0.673506305,0.514722158,0.492027968,0.334965386,Early
TCGA-AR-A1AS-01A,0.767659939,0.445485662,0.625217305,0.106405053,0.089065192,0.932444877,0.103203575,0.1640461,0.445485662,0.050787768,0.558630648,0.297120704,0.711665838,0.226510684,0.901450429,0.56665443,0.449640905,0.359379584,0.064657861,0.933661166,0.44195583,0.445485662,0.113132407,0.137305031,0.484221196,0.20177184,0.036202683,0.181770395,0.871588583,0.204898897,0.445485662,0.520886364,0.049919611,0.886005793,0.942692344,0.445485662,0.648409091,0.445485662,0.762430917,0.300189262,0.165606585,0.090614243,0.250930392,0.507135324,0.921395151,0.725335021,0.894445901,0.747731226,0.858807778,0.067009034,0.445485662,0.445485662,0.499768467,0.465611366,0.05185333,Early
TCGA-BH-A0HN-01A,0.877118084,0.185726589,0.313325791,0.203829411,0.295825463,0.928001708,0.136214723,0.289534412,0.468642306,0.207216479,0.854101167,0.174297871,0.750810621,0.595246081,0.525150185,0.216419392,0.703045469,0.468642306,0.055952422,0.849512144,0.301004022,0.468642306,0.135239848,0.468642306,0.591628554,0.025909872,0.109940215,0.088515734,0.875424493,0.531403563,0.468642306,0.468642306,0.377193329,0.913774555,0.930795299,0.468642306,0.80133456,0.468642306,0.17249337,0.84990966,0.406644702,0.063656612,0.06293745,0.532903373,0.883143558,0.876661487,0.602077874,0.836722295,0.698740111,0.067739898,0.468642306,0.468642306,0.248551512,0.801452366,0.141777451,Early
TCGA-BH-A209-01A,0.326706318,0.54228172,0.587193725,0.402862745,0.726785043,0.577916533,0.296415097,0.481313886,0.477754065,0.123851538,0.488505985,0.637341965,0.410784721,0.467611507,0.681379185,0.067261021,0.401254491,0.680968192,0.314127803,0.873872688,0.793829421,0.529745982,0.281998456,0.434720988,0.093062094,0.13315262,0.111776612,0.693800038,0.605434192,0.482063133,0.477754065,0.750171384,0.255489685,0.556993648,0.815766245,0.477754065,0.680474015,0.477754065,0.600640681,0.405428997,0.546411854,0.127570796,0.32966835,0.435961967,0.842221446,0.253086896,0.821898951,0.399900541,0.092088838,0.383003957,0.860005191,0.477754065,0.585076391,0.769869813,0.127955886,Early
TCGA-BH-A0DP-11A,0.203380103,0.878636455,0.613131845,0.542037506,0.498266386,0.715344317,0.094796776,0.605339278,0.869178078,0.328850914,0.804010924,0.725089085,0.437730933,0.747513007,0.43171961,0.199539717,0.434694962,0.881066838,0.459607692,0.912071209,0.511372142,0.798190513,0.078123747,0.810410816,0.394283401,0.079113003,0.194141751,0.462885397,0.53795921,0.701844621,0.758926024,0.532399109,0.074536224,0.674618824,0.540180819,0.813759363,0.296749447,0.532399109,0.379524459,0.547600225,0.633236042,0.089922178,0.470433473,0.242421546,0.911075694,0.243102594,0.468793261,0.304643639,0.477317662,0.659202358,0.8739433,0.823880434,0.543400564,0.82688145,0.612672987,Early
TCGA-BH-A0DP-01A,0.63366979,0.866736867,0.72425838,0.313129082,0.40991284,0.91239058,0.097154723,0.317063066,0.510031129,0.18933591,0.832588905,0.79003979,0.376840118,0.657557837,0.813777763,0.076882978,0.379198404,0.506699443,0.252454543,0.916967131,0.792496601,0.405742654,0.086432406,0.319932617,0.335302291,0.076033862,0.04824878,0.355083842,0.781087636,0.600381579,0.876495316,0.510031129,0.14394581,0.777087091,0.77984004,0.776766243,0.701677204,0.877505786,0.584181155,0.264973687,0.359815979,0.265500237,0.206414604,0.579229923,0.883902668,0.273518716,0.719568051,0.648093345,0.310848421,0.420836645,0.510031129,0.510031129,0.872844337,0.649374646,0.171767268,Early
TCGA-E2-A1IJ-01A,0.508849349,0.772472692,0.792463988,0.322239507,0.409020273,0.918956532,0.117188683,0.406782155,0.819617576,0.371949448,0.459748976,0.625463665,0.308269653,0.579920593,0.719089449,0.148919975,0.498248199,0.695558182,0.33517068,0.9125429,0.811178882,0.508336794,0.195729126,0.564401988,0.322341973,0.02101716,0.127676969,0.643569258,0.725601978,0.490561134,0.762255927,0.889642484,0.307491609,0.547647033,0.766723406,0.692209936,0.50166254,0.901117938,0.62140575,0.500182916,0.469267248,0.188905744,0.211701314,0.387020623,0.931353973,0.631314844,0.694753137,0.396504206,0.499223306,0.435069552,0.867437947,0.791675444,0.549469097,0.731868307,0.154388447,Early
TCGA-E2-A574-01A,0.24730247,0.045376868,0.73876031,0.62440678,0.817481411,0.388544617,0.115319974,0.168299031,0.42930973,0.04024475,0.895417011,0.485501733,0.153564973,0.363049289,0.150976648,0.056513112,0.081038678,0.907943251,0.72270794,0.941135263,0.35719529,0.42930973,0.123860913,0.360609474,0.050807899,0.06721898,0.054240195,0.278215057,0.86014144,0.703147069,0.863808652,0.892078281,0.028649985,0.050881977,0.190845327,0.900784589,0.158491276,0.42930973,0.072678996,0.185408743,0.959244806,0.434516077,0.699323977,0.089246424,0.945309166,0.054795849,0.46887739,0.771235505,0.352910053,0.609768348,0.42930973,0.779952148,0.356730118,0.881326788,0.34891131,Early
TCGA-D8-A1XC-01A,0.838251201,0.701120964,0.824959295,0.145565509,0.0780361,0.921815935,0.064815379,0.211630871,0.352027998,0.808146403,0.938914654,0.594824637,0.774243784,0.525821554,0.860537882,0.121066998,0.178529261,0.226324136,0.08199775,0.943687229,0.322293901,0.13835285,0.353937128,0.423775988,0.522602337,0.023414667,0.374299646,0.558400199,0.701874578,0.224227242,0.765564076,0.232367728,0.20525176,0.676572046,0.932964726,0.22826292,0.095695019,0.911914715,0.259636221,0.503188828,0.134833878,0.08283026,0.825869512,0.239220515,0.849646042,0.895082278,0.15880925,0.131254052,0.558594809,0.344839366,0.455354948,0.319213297,0.266197613,0.864734112,0.271128086,Late
TCGA-BH-A1F5-11A,0.235368483,0.789156218,0.588061415,0.457677525,0.42778346,0.487827072,0.106567592,0.51363271,0.866587313,0.312760211,0.684720658,0.753606956,0.422419029,0.673445337,0.585522696,0.108496681,0.332589966,0.8578598,0.4207756,0.93475548,0.461393045,0.574876344,0.161983716,0.62995787,0.244767166,0.019592059,0.183130937,0.543040472,0.47086976,0.604447453,0.851768597,0.618391975,0.066883878,0.418815023,0.512561623,0.865116846,0.280161495,0.866425267,0.41224256,0.584508529,0.507268669,0.141525684,0.446267288,0.238305675,0.943414553,0.256268391,0.457000444,0.25623266,0.300072361,0.752341255,0.829082443,0.83726095,0.516140055,0.606948343,0.485864675,Early
TCGA-3C-AALK-01A,0.638769957,0.541582127,0.823501817,0.256130607,0.30666483,0.556470832,0.134890036,0.451279321,0.541582127,0.541110558,0.38491519,0.519996782,0.535167115,0.566598051,0.526980071,0.153322579,0.609890817,0.532169208,0.220630368,0.864441549,0.768946778,0.541582127,0.427299033,0.197155792,0.591159235,0.170387732,0.580584625,0.57097122,0.672677619,0.349343505,0.541582127,0.541582127,0.296417763,0.731400902,0.852019272,0.821505017,0.651424628,0.793932775,0.526870036,0.65667254,0.572525018,0.491226929,0.429120401,0.487988344,0.852569072,0.529325483,0.820282057,0.428468303,0.341726071,0.549120377,0.541582127,0.772562058,0.69229607,0.662745565,0.625870321,Early
